1.500000000000000038e-06,1.518463149583562100e-01,6.694832700000000192e-04
1.504999999999999990e-06,1.283401841625530226e-01,7.731053050000000334e-04
1.509999999999999942e-06,1.215781465646443710e-01,7.026979580000000322e-04
1.515000000000000106e-06,1.272131778954349313e-01,7.427266100000000327e-04
1.520000000000000058e-06,1.304331958023651206e-01,7.586339489999999880e-04
1.525000000000000010e-06,1.315602020704371433e-01,7.608442100000000234e-04
1.529999999999999963e-06,1.328482092343671317e-01,7.635448709999999957e-04
1.534999999999999915e-06,1.299501931161522184e-01,7.471174469999999988e-04
1.540000000000000079e-06,1.336532137120531039e-01,7.671368659999999772e-04
1.545000000000000031e-06,1.378392369989336896e-01,7.836672009999999999e-04
1.549999999999999983e-06,1.363902289375303611e-01,7.688790210000000062e-04
1.554999999999999935e-06,1.421862611868080772e-01,7.992843169999999664e-04
1.559999999999999887e-06,1.413812567071503490e-01,7.888242250000000039e-04
1.565000000000000051e-06,1.462112835880531314e-01,8.139780840000000219e-04
1.570000000000000003e-06,1.483042952386917079e-01,8.155282119999999546e-04
1.574999999999999955e-06,1.470162880689042662e-01,8.004331610000000327e-04
1.579999999999999907e-06,1.462112835880531314e-01,7.947895790000000273e-04
1.585000000000000071e-06,1.436352692506845108e-01,7.821012400000000152e-04
1.590000000000000023e-06,1.468552871727177300e-01,7.898604379999999607e-04
1.594999999999999975e-06,1.484652961349522404e-01,7.941348589999999794e-04
1.599999999999999928e-06,1.471772889650989624e-01,7.861994090000000044e-04
1.604999999999999880e-06,1.452452782112993168e-01,7.783805490000000405e-04
1.610000000000000044e-06,1.462112835880531314e-01,7.825338979999999596e-04
1.614999999999999996e-06,1.450842773152018483e-01,7.814257409999999463e-04
1.619999999999999948e-06,1.502363059943675472e-01,8.039711969999999760e-04
